customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1962-B440,Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,109.43,1203.73,No
4847-P462,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),50.95,1673.92,No
1745-A359,Male,1,Yes,Yes,58,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,45.83,2657.43,No
9266-T490,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.91,2612.04,No
5956-M787,Male,0,Yes,Yes,61,No,No phone service,No,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,114.76,6983.11,No
7076-E672,Male,0,Yes,No,62,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.09,5884.49,No
1673-S283,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),38.52,41.45,No
5264-F615,Female,0,No,Yes,21,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,One year,No,Electronic check,93.88,1945.44,No
9074-K998,Male,0,Yes,No,62,No,No,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,95.26,5929.88,No
8669-E191,Male,0,No,Yes,64,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),113.74,7274.32,No
6198-W643,Male,0,No,No,56,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,107.81,6045.94,No
8093-E366,Male,0,Yes,Yes,1,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,27.82,6.2,No
2914-K145,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),63.93,1332.73,No
3095-P992,Female,0,No,Yes,22,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),88.9,1966.41,No
5603-X469,Male,0,No,Yes,54,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,116.07,6271.95,No
8046-J997,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,26.81,103.28,No
5312-T949,Male,0,Yes,No,65,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.26,3611.78,No
5321-Q420,Female,0,Yes,No,51,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,67.72,3439.59,No
8139-F423,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,59.78,3777.09,No
9049-Y254,Female,1,Yes,No,15,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.06,956.61,No
8208-B293,Male,0,Yes,Yes,36,Yes,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,55.34,1983.76,No
3435-B335,Female,0,Yes,No,29,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.8,3338.53,No
4000-B581,Male,0,No,No,52,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.98,5128.73,No
5263-F822,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.28,4246.28,No
8653-N218,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),59.53,4108.33,No
9108-B552,Male,0,No,Yes,29,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),106.84,3090.75,No
6841-W674,Male,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,27.63,1296.57,No
8949-O604,Female,0,Yes,Yes,25,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),32.66,815.01,No
2843-X987,Male,1,Yes,Yes,16,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.13,1821.38,No
3425-D457,Female,0,No,Yes,41,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),75.23,3074.42,No
2533-G989,Female,0,Yes,No,65,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,34.28,2233.48,No
5654-F954,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),113.64,7853.62,No
3757-X620,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.22,2328.15,No
5469-S779,Male,0,Yes,No,69,No,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,106.84,7376.32,No
4479-S104,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),42.23,1527.84,No
9618-Y684,Male,1,Yes,Yes,58,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),46.24,2679.59,No
3958-N178,Female,0,No,Yes,48,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.15,2832.77,No
5033-Y610,Female,0,No,No,2,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,76.47,133.04,No
2545-K126,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,117.96,3415.31,No
5657-V796,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),114.34,1823.14,No
2998-M482,Male,0,No,No,35,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.82,3868.18,No
2737-K257,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,27.22,1689.99,No
1473-C571,Male,0,No,Yes,4,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,94.35,,No
8861-O743,Male,1,No,Yes,68,No,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,106.37,7237.43,No
5412-T773,Female,0,Yes,No,51,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),51.74,2627.49,No
1095-K144,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,40.32,1315.32,No
8423-K849,Female,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,93.47,2249.96,No
3118-G983,Male,0,No,Yes,25,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,27.38,692.76,No
1797-Z759,Female,1,No,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,112.81,,No
5635-K917,Female,0,Yes,No,7,No,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),33.94,234.01,No
1909-X172,Female,0,Yes,No,36,Yes,Yes,No,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,64.23,2315.02,No
9964-T490,Female,0,Yes,No,10,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,117.02,1176.0,No
2516-M361,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,117.57,4214.95,No
3916-H889,Male,0,No,No,18,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,96.24,1742.17,No
7535-C121,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,102.59,602.25,No
4411-F497,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),115.45,794.12,No
7592-J762,Female,0,No,No,12,Yes,No phone service,No,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,111.46,1333.38,No
3525-D405,Female,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,80.77,3307.24,No
9042-Z542,Male,0,No,No,63,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,92.08,5801.32,No
6080-V717,Male,1,No,Yes,25,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),77.92,1949.57,No
3151-L781,Female,0,No,Yes,53,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.15,,No
2574-L624,Male,0,No,No,33,No,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,106.77,3514.29,No
4274-P556,Male,0,No,Yes,6,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.42,565.17,No
7358-P374,Female,0,No,No,62,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,104.66,6474.14,No
7931-C874,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),27.89,1828.37,No
7922-Z477,Male,1,Yes,Yes,9,No,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),76.19,676.31,No
4053-N745,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),51.37,3422.49,No
7979-C141,Male,1,No,No,16,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,69.85,1122.08,No
9410-K574,Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),79.85,4403.95,No
4673-U802,Female,0,No,Yes,40,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,103.25,4139.07,No
3540-P639,Male,1,No,No,26,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,21.45,542.28,No
9596-C397,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),34.73,1342.54,No
8671-N181,Female,1,No,Yes,35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,110.86,3881.22,No
8825-J252,Female,0,Yes,Yes,68,No,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),115.46,7866.73,No
3093-V407,Female,1,Yes,Yes,59,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,23.82,1403.99,No
5073-Q537,Male,0,Yes,No,14,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.59,720.97,No
5841-S148,Female,0,No,Yes,47,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,19.23,,No
2253-B625,Male,0,Yes,Yes,71,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.37,6720.93,No
2763-Q535,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),86.78,6262.04,No
7766-D575,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,75.01,3149.84,No
5151-L360,Female,0,No,Yes,51,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,87.76,4472.55,No
2339-Y615,Female,0,Yes,No,19,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),72.3,1381.15,No
1266-D858,Female,0,No,No,66,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,42.25,2769.86,No
8583-F905,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,94.06,4399.08,No
3985-M146,Male,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,96.97,6292.69,No
2364-N997,Female,0,Yes,Yes,42,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,104.1,4375.96,No
5876-K701,Female,0,Yes,No,38,No,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,114.13,4347.55,No
8454-Y786,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,93.38,1201.5,No
8371-T927,Female,0,No,No,44,No,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),23.73,1059.5,No
5342-K992,Male,0,Yes,Yes,24,No,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,20.34,482.8,No
4066-G289,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.61,2782.57,No
2281-X718,Female,1,No,No,70,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,23.88,1666.2,No
5248-V208,Female,0,No,Yes,38,No,Yes,No,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.0,1898.83,No
8107-R118,Male,0,No,No,23,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.93,752.45,No
1095-M219,Female,0,No,No,57,Yes,No phone service,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,115.62,6584.98,No
1217-F771,Female,0,Yes,No,23,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.05,1141.74,No
8817-O808,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.79,863.11,No
7637-V862,Male,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.69,6490.07,No
8974-J733,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.43,64.35,No
6910-W789,Female,0,No,Yes,72,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.88,1579.03,No
7471-Z409,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,102.0,311.37,No
2435-E238,Female,1,No,No,14,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,33.58,487.57,No
1227-G214,Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),98.89,3358.24,No
1260-W292,Female,1,No,Yes,70,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.83,5531.57,No
1439-G592,Female,1,No,Yes,69,No,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),36.05,2489.06,No
3378-U347,Female,0,Yes,No,51,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,93.89,4785.4,No
8139-U978,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.93,1846.54,No
9824-G188,Female,0,Yes,Yes,48,No,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),82.38,3959.21,No
5930-Y574,Male,1,No,No,16,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,105.64,1678.56,No
3427-P532,Male,1,Yes,Yes,57,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),44.41,2520.45,No
1357-D270,Male,0,No,No,10,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),55.03,556.35,Yes
3497-X819,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,118.48,2269.59,No
8295-P582,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),69.32,4630.25,No
1321-O699,Male,0,No,Yes,36,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),74.38,2670.36,No
4975-G401,Male,0,No,No,4,Yes,No,No,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),46.94,190.69,No
7418-B441,Female,1,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.06,1976.45,No
1129-D745,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,68.66,1903.68,No
8074-N968,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,44.22,389.43,No
9121-X692,Female,0,Yes,No,6,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),42.18,,No
5764-B599,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,78.6,3848.6,No
